1,63.3333,25,2.53333
2,130,54,2.40741
4,273.5,117.333,2.33097
8,583,250.5,2.32735
16,1224,532.333,2.29931
32,2520.5,1122.83,2.24477
64,5289.17,2358.5,2.2426
128,10916.8,4915.33,2.22098
256,22620.7,10410,2.17297
