1,59,14,4.21429
2,121,30.25,4
4,257,65,3.95385
8,533.25,138,3.86413
16,1119,291,3.84536
32,2356.75,610,3.86352
64,4842.25,1274.25,3.80008
128,10017.8,2658.5,3.7682
256,21016.5,5536.5,3.79599
