1,76.75,24,3.19792
2,158,52,3.03846
4,334.5,110.25,3.03401
8,700.75,232.25,3.01722
16,1450.5,489.25,2.96474
32,3032,1021.25,2.96891
64,6190,2136.5,2.89726
128,12875.2,4459.25,2.88731
256,26740.8,9287.25,2.8793
