1,72,15,4.8
2,153,33,4.63636
4,316.75,71,4.46127
8,660.75,149.25,4.42714
16,1382,312.75,4.41886
32,2913.75,658.75,4.42315
64,6009.75,1376.75,4.36517
128,12396.2,2863.5,4.32906
256,25819.2,5958.25,4.33336
