1,75,24,3.125
2,161,52,3.09615
4,333.25,109.5,3.04338
8,686.75,232,2.96013
16,1442,490.75,2.93836
32,2987,1026,2.91131
64,6259.25,2144.5,2.91875
128,13118.2,4490.75,2.92117
256,26866.2,9370,2.86726
