1,90.75,34,2.66912
2,189.25,73,2.59247
4,398.5,154,2.58766
8,825,324.75,2.54042
16,1759.5,685.5,2.56674
32,3588.25,1439.5,2.49271
64,7396.25,3014.25,2.45376
128,15448,6294,2.4544
256,32305.5,13092.2,2.46753
