1,72,13,5.53846
2,150.5,29,5.18966
4,316.75,60,5.27917
8,663,126,5.2619
16,1392,265.25,5.24788
32,2868.75,554.25,5.17591
64,5979.25,1163,5.14123
128,12479.2,2416.5,5.16418
256,25747.5,5030.25,5.11853
