1,72,13,5.53846
2,153,29,5.27586
4,316.75,60,5.27917
8,665,126,5.27778
16,1381,265.25,5.20641
32,2854.25,554.75,5.14511
64,6024.75,1162.75,5.18147
128,12374.8,2415.5,5.12306
256,25845,5024.75,5.14354
