1,91,28,3.25
2,188.75,61,3.09426
4,393.25,129.25,3.04255
8,835.5,274.25,3.04649
16,1727.5,576.5,2.99653
32,3624,1212.25,2.98948
64,7590.75,2539.5,2.98907
128,15577.5,5320.5,2.92783
256,32098.8,11098.2,2.89224
